row ID,row m/z,row retention time,blank.mzXML Peak area,33.mzXML Peak area,17.mzXML Peak area,31.mzXML Peak area,28.mzXML Peak area,08.mzXML Peak area,26.mzXML Peak area,32.mzXML Peak area,12.mzXML Peak area,15.mzXML Peak area,25.mzXML Peak area,11.mzXML Peak area,24.mzXML Peak area,20.mzXML Peak area,21.mzXML Peak area,19.mzXML Peak area,27.mzXML Peak area,16.mzXML Peak area,13.mzXML Peak area,30.mzXML Peak area,23.mzXML Peak area,01.mzXML Peak area,10.mzXML Peak area,35.mzXML Peak area,18.mzXML Peak area,14.mzXML Peak area,22.mzXML Peak area,36.mzXML Peak area,02.mzXML Peak area,07.mzXML Peak area,09.mzXML Peak area,03.mzXML Peak area,34.mzXML Peak area,29.mzXML Peak area,04.mzXML Peak area,05.mzXML Peak area,06.mzXML Peak area,
732,441.8207916469473,19.191380952380953,0,8534336.852070313,6520549.76421875,6774415.104375038,2014067.0656835495,0,4847747.455507805,8440429.479394557,2597080.866328151,7432770.384179709,2867158.030390707,0,0,4842561.432382862,6913500.768593693,0,2529913.6462304676,6887100.51050779,0,0,2608149.283749968,0,0,0,5898826.809414112,6207968.620918004,0,0,0,2838218.2404296566,2535725.360468762,6390525.568788988,2485912.2604492204,3303374.2488476075,0,0,0,
733,973.5491839816002,16.644801851851852,0,7512472.913429545,1.1079219161476418E7,4945953.663677728,3766717.0737499828,1.857520578709376E7,5770114.182308642,7333525.5843672,4236055.311513666,1.0845307609167947E7,6250877.61191317,6387322.347623076,7238773.283871104,5148912.168671973,4463604.266711845,5363049.884103477,1.3831574968484368E7,1.6731007761900507E7,1.0964887746470649E7,9973591.423759758,7652552.553902501,1.137673275320323E7,6445891.484985347,6225920.510843756,2.5112131513560656E7,6350596.3516601045,8268452.108828179,9383749.4861484,1.8531213605083812E7,2.195792373963876E7,3.1098861908792056E7,1.5712786781150308E7,1.274147707253306E7,9445385.712150384,2.720704803337519E7,1.2422793112039166E7,2.6237288523250446E7,
734,927.6682763852291,18.80767361111111,0,1.0521517076484384E7,5852192.518476531,1.258093738851564E7,2.1098277018281255E7,1.9810574602031223E7,5050690.154960939,0,0,6734605.461562492,0,0,2.4205639460468777E7,0,0,1.1756764810312478E7,1.6568751666171823E7,3.0762989135468595E7,1.891841612410152E7,1.4339520200000022E7,2.6292497738125056E7,6638813.568281251,0,2.4093087488281112E7,3.7493936154374994E7,2365711.1008593664,5.580621538062506E7,3.367074904242179E7,0,5.7285355263437495E7,2.4258552413828038E7,0,0,1.9357688012031235E7,3129535.175234385,0,0,
735,469.2903269743665,17.787999999999997,0,5407255.9500782285,2274786.324414195,5569416.028203193,3074739.914882778,994765.8550195547,3846367.769023494,0,0,1212643.9760546442,3405092.6674413267,1442363.4819531243,5163561.544179689,5065489.577949401,3313359.06820321,4003589.470781256,2606208.9357811636,0,6796937.983671743,906362.1137109436,4226741.7847655965,6137474.6905467985,3690133.9243748975,3094249.181816453,4068673.1426560916,4722495.043515539,4104765.82066405,3325349.401113242,1186989.9051562157,5109315.388828151,3525681.343124921,6989665.632578144,3748055.8940235544,1918963.7404687977,4050470.9476563195,3663710.4796874328,1713425.7884374375,
736,443.09754875768107,12.23040909090909,0,1.2074354997835955E7,0,2.1017426304207034E7,0,0,0,2.329275301827732E7,0,6.368159347327835E7,0,0,0,7.598283505577557E7,5.737862676425781E7,1.4605220287345788E8,0,0,1.9359402715218745E7,0,0,0,0,0,0,1.371901427685059E7,0,0,4.299015384213674E7,0,0,2.9510136243779305E7,0,0,0,0,0,
737,917.5769337650758,20.269956790123455,0,1.0297454862031253E7,8757635.314296853,8433116.914296802,7269747.804140574,2.3874403975976557E7,9363444.925117176,602472.3104687561,0,1.4882485389609411E7,0,1.542578126617194E7,8399965.167226555,2307452.848593742,1869056.330507832,1.4159752523398409E7,1131773.1712499957,0,6618620.216093726,8405950.220078122,0,1217112.7842968833,1.5773529529765632E7,5100225.382011745,512777.29281248286,280105.1517187744,7154412.274179711,0,2.719147185457021E7,0,0,0,1289237.8149609491,0,1.3730460444199225E7,469739.2240624871,1.6253047294648446E7,
738,701.3717616303012,15.319139080459774,0,4445797.854980466,6390404.362934607,4692281.447802735,0,4715835.74270412,9269417.103762737,7367361.542537115,1.3042008927548818E7,1.1228577950902458E7,2695949.706394535,1.7171103104675792E7,4505265.487378895,5482385.082431645,8079840.64720506,6328606.709097603,0,8660300.052990194,4017601.917539062,2877612.1169550736,3092767.246833003,1561777.9172265464,1.239412212456446E7,3052364.613191416,7235868.442039053,2539206.488332991,0,0,1.3655927645830132E7,7596552.067355436,6887090.883877894,1.75017994914609E7,6652968.161654274,3047015.6964375074,0,0,0,
739,357.06061364813246,10.04100238095238,0,6610924.489836924,1917818.8982910172,7480057.444364292,0,0,0,8023066.239383776,0,1.9952902069988225E7,0,0,0,1.7049486051003832E7,1.286443891768946E7,2.8180633993968826E7,0,2934414.3994961022,5930658.346074239,0,0,0,0,0,1928686.5678212799,4030761.427922862,0,0,9600208.64557613,0,0,6571734.232347628,0,0,0,0,0,
740,551.5035157409327,18.280240196078434,0,4715611.5968750715,3745034.572734379,4754740.49960929,6095180.074609342,8078940.701406124,4133359.6313867974,5713154.413847686,6195984.062968673,7759798.396406095,5331420.0083007505,5800492.292695192,1.0391281900546703E7,1.238924355210909E7,7149007.824355551,5621655.963398387,5291273.349375109,0,1.1950765834316192E7,5857285.179296802,5796473.879882702,8280337.034375175,3910206.676914022,5608107.9265234405,7500720.295351506,1.1566497777070617E7,4811143.813164099,7218813.399023273,9206857.927656282,1.3085110816484077E7,7411528.409140832,7438362.240039185,8440810.373339768,6892257.883281282,0,2815111.013515701,4908687.907421815,
741,915.5631894513526,20.295303921568628,0,1.205974010374999E7,8375233.694023494,5916533.412265586,0,2.2551990149648286E7,1.8378838740234323E7,0,0,1.328671834070316E7,0,3.295966360375008E7,1.2697160512578152E7,0,0,1.841661105761723E7,0,0,1.3547300742031235E7,9718957.523750024,0,0,3.0913524718554646E7,6800306.042890605,0,0,7902714.790390604,0,4.606231981074217E7,0,0,0,0,0,1.9349479091171917E7,0,2.1299299291933607E7,
742,815.6736915283187,18.40129411764706,0,5056705.6341993,3360307.560976616,3435146.7308202772,2857220.0716406717,7606221.263125034,4340732.001562566,4802006.444375004,2950848.548906195,5408262.19312495,2215419.298749975,1960834.6561328191,5762079.728749972,6311089.888085829,6366216.42750007,5084655.214062605,0,4835362.881718665,3171059.476328047,3403778.918906288,3038014.3473436334,5105015.437812491,0,5094589.2263866495,5147791.613476569,3497085.934218822,4993488.997539189,3642505.491015585,5220900.0842188,7138927.743086011,8719026.978906292,8602356.623750117,5508190.1869139625,5509110.857539162,4050720.0705860043,2436522.278945314,4530870.101933624,
743,631.1637898817462,10.166338541666667,0,2.6090797884601567E7,0,2.1443622579003915E7,0,0,3652817.90777539,0,0,1.0400308164407814E8,1749427.4279365258,0,0,8.628710591007818E7,2.640302406808598E7,8.088095835343751E7,421139.4281787115,0,2.6401372670125104E7,0,0,0,0,4689197.27478906,0,4.628392659237503E7,0,1712889.7446416009,1.2001169487346879E8,0,0,8.763450802810942E7,2931292.5769394552,0,0,0,0,
744,162.11240558670067,0.6183788461538461,0,5632493.079531248,2.019565919728124E7,5492651.712185545,3.6637214761859365E7,0,1.3958692967464842E7,1850510.8275625007,4875827.629281249,7062110.36886719,2.5435047406554684E7,6090199.748937501,8859121.908794923,1.4694092879216798E7,3590126.1844111327,2406477.6822031215,7.380666013607028E7,4.580799830632618E7,2.2004338007710945E7,6.806756752010937E7,271694.0257343751,0,1.0565129942758793E7,0,1.9824285255634762E7,5.330425939730468E7,0,0,5.380800586690625E7,0,0,2.782166068532812E7,0,9.260640766167581E7,0,0,3868814.2336308593,
745,323.0762461363809,6.592751666666667,0,7753870.439072259,0,9527711.292612327,0,0,0,1.3920529942471655E7,0,5.539076760260153E7,0,0,0,0,3046190.160587893,0,0,0,4.42572883610908E7,0,0,1943404.057170904,0,0,0,3.3434815585756805E7,0,0,4695478.201384773,0,0,1.0762334814261742E7,0,0,0,0,0,
746,587.1372701755371,7.773647777777777,0,4610375.690027322,0,5286435.52692969,4655566.727453133,0,5444312.46790623,1.1676198302574253E7,877402.5539355446,2230645.605624997,1.2313669564187493E7,1501020.4677695306,2855050.2894336036,1.2588307541718777E7,1.223275233162507E7,1.4125967810250042E7,1.749760835087887E7,310105.5152382832,3925185.438054691,8604860.462640608,1.0133380207966782E7,0,1660686.3166777368,4.024164265681259E7,0,1.1548023372558568E7,4573717.826749989,3.783251500736716E7,5285178.92528127,1.3854976707031302E7,1.3503800556218686E7,7.408991668643752E7,5.9993995530750066E7,2.1218541511968795E7,0,1.592946037196483E7,0,
747,690.6373068874219,20.900923076923082,0,1.076470834539058E7,4305685.407109388,6180623.583671827,5191044.040976581,1.120972406996095E7,7813126.647206984,0,731560.6732617213,5919362.939238282,0,0,5650130.627988291,0,0,6590948.467343777,0,0,4350076.751855447,0,0,0,0,4527635.721171867,0,0,0,0,4685594.846132841,0,0,0,0,0,0,0,0,
748,828.618821875273,18.227178571428574,0,4494876.3153125,4256014.727734464,5459509.290625082,0,712672.3288281535,2479582.7527733743,6781263.413281308,0,1.1439136779687578E7,0,3760802.7638672157,4942058.943007869,4234282.698906342,6122777.132890433,4341979.036406297,0,7785127.629140789,4792188.265625023,0,4909514.943906393,4049394.629999946,0,3677289.3903905996,7225425.467578251,6172190.411406146,802413.993046893,3851331.0234766025,3853424.803593776,0,0,5337912.637343716,2977226.242265729,2567457.0112499045,2195524.623437572,2826800.548984317,2082766.8223438165,
749,333.15121872489203,15.99329322916667,0,4276249.639486389,3864748.5818798584,5200161.727470791,0,3515900.8236406078,8329319.0098269405,4826789.313908239,9793798.15338877,2.380152533414489E7,5006520.702108366,1.0814319340976598E7,2731086.520792998,1.8197590533517666E7,1.7291475030726463E7,1.65016808365001E7,2671289.31139745,5009845.404290035,1.913809173082118E7,3072940.116605396,1977245.5921933635,2981620.833218718,8553045.886437442,0,7269236.99121483,1.1618547323148347E7,0,0,2.1589597369880505E7,2919867.5415781448,5288676.557850564,2.2323162743859574E7,3333507.1911991904,3008266.4901660224,2717942.864871134,2609608.383781262,2004406.976226616,
750,540.3067025343466,15.15075888888889,0,6221890.251169891,0,3850519.3852998097,0,0,2369857.9547089883,4987872.510242167,0,1.1585661840732358E7,0,0,0,9680438.722555632,8409007.655631837,8702960.48806051,0,4167846.044988297,8440061.29598244,0,0,0,0,0,3319798.701457996,3649660.816009759,0,0,1.470253944865729E7,0,0,1.4538698613531286E7,0,2441758.0953320423,0,0,0,
751,767.5070021429792,17.714775000000003,0,2932451.637812408,2067237.4294530533,2228744.3696875283,0,2718053.2193749067,0,3903134.469531102,1437573.8272655765,2627022.55171879,0,0,0,2224425.2410546113,0,1726599.644687539,0,2345379.3065626416,1566789.5668750876,0,0,2024605.3544140942,1378122.8670313305,0,3658784.917812697,2620452.259687581,1483069.65945319,0,2501273.448359396,4003812.8290623706,3043312.1372658145,3362642.589999893,0,0,0,0,0,
752,668.6188256859418,18.92150666666667,0,7549107.565976488,6630899.993203093,6233550.796523418,0,0,2838260.486796823,7084296.087968662,3109733.349570308,8483099.593124978,2219113.819257794,3493742.6093359464,3452683.316171911,3277998.942675772,3668611.341054669,2430217.1596483607,0,6735714.661054673,7403882.909648519,0,2870446.2652733913,3573198.7607226106,0,0,6702627.403691299,8324365.264140553,0,0,6446783.128476586,4270927.6817187425,2898340.6501562255,7083868.042773492,2586269.9844922177,0,3045634.274941406,0,0,
753,800.6245217579319,18.31551904761905,0,4608142.068906328,6881164.686875169,5155784.66101564,3410841.671328205,2.1919950490429964E7,3832538.403515573,6297924.626816286,9594017.620585948,9502188.118164018,2133209.560703091,1.3279575691093737E7,6068740.467812549,6539235.160078313,4761461.214199236,0,3747331.8257030346,7202634.797226729,6522823.727265574,3722881.3562109917,4861648.810507781,5863997.579921761,7987737.844648553,4194663.735937439,1.2930207111562775E7,8305690.897812302,2445465.274726598,3845436.743046963,1.188542773437479E7,3.3859760039219536E7,2.4070904199354928E7,1.3651023722382434E7,1.1233028400195282E7,4770654.620468719,5663113.050976602,5072599.933437419,2960446.8795313197,
754,821.1897908775782,9.447383333333335,0,1.2718420306125019E7,0,1.4577110449207032E7,0,0,0,2.2301100840094704E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926593942888861E7,0,0,270396.443691407,0,0,0,0,0,
755,719.4618210369507,18.19067857142857,0,9871397.95902351,6691929.604921889,5002825.951093806,0,0,0,8771931.80320315,0,2875623.619609389,0,0,0,3461693.6210546577,5290771.723789051,0,2338672.847500043,0,0,0,0,6630614.547968748,0,0,0,8677195.55812501,0,0,8213593.580937644,0,2781045.6321093845,9416902.953125002,0,0,0,5914838.711289099,0,
756,850.5542098158667,18.93447916666667,0,1.1536001569843782E7,0,0,0,7158197.534843746,0,1.4327558443671893E7,9167971.587499963,7852464.9343750505,4035008.448242171,7333639.296835958,0,0,0,7756304.382812454,8996230.192226548,0,0,0,0,1.1488430909687549E7,0,0,0,2.347875257812501E7,0,0,0,6815123.063242185,1.81986823020704E7,0,0,5416114.838320312,1.808388151417966E7,0,6104960.222382783,
757,425.1783743776825,4.99697,0,6115921.333142597,5397851.3593105525,7600897.779008786,0,7824905.402896483,0,6711210.251460927,0,0,0,0,1.1704275298692366E7,0,0,0,0,1.9937838224906266E7,0,0,4564888.194549822,1054850.6405273417,0,0,1.312728896714065E7,0,2347119.1601152318,4520624.76312011,0,3.009500186021874E7,1.609847244232621E7,3607973.2416689354,0,0,0,0,0,
758,591.171062843111,10.12503125,0,1.5283025259062473E7,0,8142428.45141405,0,0,2594465.4684335934,0,0,0,0,0,0,0,0,1.5160159188281214E7,0,2093065.158041012,0,0,0,0,0,2907092.85670312,0,0,0,0,8.548156334571858E7,0,0,6.0893807762687385E7,0,0,0,0,0,
759,826.6023658219219,17.97256666666667,0,4205256.673437445,4211449.644062472,6597195.566288935,1823795.5335741835,0,0,5087687.632578007,1715772.1345311909,6955342.181054511,0,3205727.9826563117,4132181.4841406,2953365.9325781357,3347570.216875054,3099143.6488671256,0,7828864.805038853,7536153.579101562,2386467.0721875,7255443.595078006,4028550.807109288,0,2220838.070078168,8399356.587109184,8060482.664453117,0,3225437.6692187455,6158427.036640838,2567680.139687435,1327081.4793750627,9242188.628437372,2210389.2281250167,3617740.665429677,5764214.137539167,5154043.490390543,3641963.564062458,
760,936.4956913762448,17.676791666666666,0,4352298.822031108,0,3383056.524570361,0,0,0,4214949.716718862,0,1989087.4165625009,0,0,0,0,0,0,0,0,0,0,0,2493825.323281267,0,0,0,3071448.2676563123,0,0,2683008.989062557,0,0,3480244.6066405303,0,0,0,0,0,
761,598.5403825856403,17.803559523809522,0,5176510.120624882,3.4809469301640086E7,3631644.690820367,0,0,0,4219910.7808985505,0,6481546.484687575,0,0,0,4043876.363632694,4959567.742812563,6063420.594882928,0,3.465497473078192E7,3807621.9481054777,0,0,0,0,0,1.5020129854726907E7,3875011.744531246,2077813.8719531598,0,0,0,0,2139253.2989844372,0,0,0,0,0,
762,490.2609677240821,11.947074509803924,0,5454239.046830074,7539130.322969694,9083922.028952183,4364100.247624991,4310565.7947070375,4522239.142235355,7959970.96145112,2639221.6401621047,4729277.235517563,0,6268342.592419951,2837941.772654303,7682697.454664078,4954393.532445282,1.0784070263877006E7,3923635.0822090013,3255734.3582129036,2996525.959837898,7311908.071898428,6691691.508535133,2058122.647709972,6579231.608482404,3506690.004791021,1.0440514147300782E7,6733257.944416025,7340127.946502919,0,5756931.810976557,8669062.265074262,3139850.51217481,3912438.010522468,3530128.4387968667,8176227.389772398,2953473.5160839804,2227776.4681230695,8203174.279583983,
763,276.1443989017831,1.1335442028985507,0,8198142.610500979,6229260.785714843,6244112.914967773,0,1.1982989745331056E7,1.0216971738995116E7,1.0429607254250001E7,9710819.298625002,1.361039556612323E8,2760967.1990234405,0,9719577.290203124,5129969.23132129,9061081.939268557,1.3759598322973642E7,0,8941806.465796873,4.0207965783668935E7,0,0,2275615.9166836,0,0,6798032.978156248,3.569479484549602E7,0,0,3.0172338171149436E7,4449096.842564454,1.1701052420599602E7,1.3988895866820317E7,9237591.316790042,0,0,0,0,
764,409.27383714941584,15.214239351851852,0,7642584.352493172,8361328.023813488,6557529.777991224,4254879.301711927,1.2924493395060552E7,8596840.574546907,8281784.144082975,1.2670321405730532E7,1.4432337082980437E7,1.0587256804174805E7,1.374181253690627E7,7710363.78062892,1.265142667195803E7,1.0692751087933635E7,1.2708262338043004E7,1.0599419537046894E7,1.1763565659811497E7,1.3882142911751943E7,6723379.449435537,7999265.214751936,1.0006636960460948E7,1.2720865660571266E7,5271030.581311511,1.703652007317563E7,8231004.301113283,5257666.5466435375,5406667.428018579,2.205175457027838E7,1.7947056815482438E7,1.5686948518947238E7,2.3210706522476487E7,1.1940147006085956E7,6740865.919140615,1.2897120542359335E7,1.0403813837457055E7,1.303293017942186E7,
765,335.1515953301032,15.992879999999996,0,4258042.795021536,3193202.7188398037,4295584.005087958,0,3232161.3736054366,6763785.800663905,5228392.283216851,1.0111484387082152E7,2.1250431173801042E7,5989320.621076138,8800649.140351621,2368005.1412168276,2.0111141560570374E7,1.9388307384953007E7,1.3806997737225693E7,2532037.828550767,5411759.654355462,1.6754406621570202E7,2314933.1998886173,1947423.2271279236,2679275.968191369,7293230.286410094,0,7878664.898441397,1.31375719721288E7,0,0,1.7359267764656954E7,3134178.029880883,5699984.209730453,2.389383494778931E7,3645949.6778554227,3415724.1442177906,0,2440074.3570215097,0,
766,1243.296291211195,7.392941666666666,0,2938666.2921659877,0,7110184.484177725,0,0,0,1440330.4012499992,0,0,0,0,0,0,0,0,0,5201153.301648449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
767,649.1146769808839,7.326980555555555,0,4112787.585953101,0,6730446.568820311,0,0,0,8324800.494445308,0,0,0,0,0,0,3371442.403078133,2594391.13665625,0,3560663.8723037136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
768,609.2706683526544,16.258161574074077,0,4775288.110439373,6861300.89778894,6273687.968498016,3955842.1257109507,1.9931128094003975E7,6619245.0533271115,4459607.256449237,2.6221257988043483E7,7.019453795320688E7,7460432.978900419,4.5026899386050634E7,5965380.101650429,1.0766290167117469E8,8.908748667214037E7,7.448258900638053E7,4584274.107148476,6447178.208732386,5.514249884674464E7,4386019.949226535,3289905.5159941134,3039640.442585964,2.8779654314883266E7,3906670.892927708,1.471509085778159E7,3.4792500147828825E7,5867463.097975492,5387165.332027421,6.212654514696465E7,2.723240118643775E7,7.881205981968722E7,5.915417936982901E7,1.4357707171984352E7,6499853.626816513,3245604.0105820405,2484197.5063301246,2552547.9650253197,
769,383.0949689333672,4.771169117647058,0,5808562.707279281,4160193.501018558,5378925.631103513,0,3337067.778799797,6179178.985259774,7395253.967257823,2754294.4901533276,4190575.422881834,2368654.491864246,3087766.2024101587,1.2683060300600592E7,1.93507725188867E7,1.2120092132296894E7,2.1313978534889676E7,6398024.318914071,8093904.37701467,4083738.6492177728,0,1.4093663302341765E7,2.570741910538667E7,3104984.889420891,9111780.75704298,4447216.509662121,2485232.4116728497,2.0966303630926747E7,8718737.589068366,1.6414048652158191E7,8883846.689820332,1.184378338425781E7,2.1184877911355454E7,9023366.566976577,2136498.67015332,1.098542073600391E7,6871487.659993175,1.2164595578102527E7,
770,369.1157280042724,0.9009809523809523,0,3038820.8849453153,0,3478456.267249999,6976203.388468751,6381803.3185390625,3479061.282033206,4048168.0293242177,4288101.774851564,3973318.3579765595,2501368.3591718785,5474932.918687498,1.8070231889593754E7,1525900.9866406252,3369959.3081953125,0,0,451699.82793164026,8936412.627187498,9831681.213312494,0,0,6007190.926578121,0,1797580.5163466781,5296245.425414068,9245105.772886727,0,2182288.195460937,5767093.79425001,5617840.381562499,1799826.849113281,1.0581054231468745E7,1.1112409003242187E7,0,1318810.2184687515,1831676.3196249988,
771,955.5425283313756,15.899095238095239,0,6179740.758619116,0,7000402.014312505,9919369.203148395,1.828414191692782E7,9620168.720945308,3760051.02847264,745828.059942388,9514123.087999992,502265.41304686834,1.0343698023900334E7,7442751.251925761,1.1984384984289076E7,1.4545390291593635E7,1.3037260400572242E7,1.1218166719747128E7,5599976.578865272,9668988.344894439,8906057.346695317,6361599.422314475,1.8002002223867167E7,1.0339939737310579E7,6775641.506199208,1.3383465518201267E7,395749.16707812034,5753428.4666484445,6138620.684638626,2.041456109912302E7,2.4973583024347484E7,1.8754975055544898E7,1103497.912539053,1.3999584815297874E7,7600762.8020488545,1.5385080413677715E7,1.2150490615396574E7,2.088758570485731E7,
772,933.573478508473,18.899283333333337,0,8843518.036972735,0,6219359.054550724,0,1312857.2717382726,0,4521623.764609313,0,0,1225196.3546484353,0,0,0,2434399.8217187417,0,0,5392805.880117134,0,0,0,0,0,0,1.1907221618847497E7,0,0,0,0,0,1303072.833789066,0,0,0,0,0,1050222.6315624989,
773,859.4878653870719,17.597734375000005,0,3530885.9685936146,8631994.140468666,5460065.602617177,2225406.9450000525,5112105.929687459,2227540.707812415,2742706.897031285,4854990.642890668,6391511.048554735,1871534.776562549,6161149.5928126,4552663.495664048,2638114.2527342536,4660023.641249951,6004522.470468865,5377409.583125033,1869282.254843651,6450699.666171955,3165382.673671794,3636903.280859467,6643535.656093781,2530636.993437658,2454356.4405468,0,5514980.841562387,4022561.489062594,0,0,6678976.136406083,0,598505.3564453011,3345559.591484333,2641011.119453094,6421898.98843731,5300231.972656178,6844673.729062577,
774,379.1001320046083,6.196528703703702,0,5380114.401523449,4619456.126799789,5373520.579160155,9234205.811460936,3.0550125406563472E7,4103098.9912851653,1.0330193888718741E7,8740194.143583968,4513843.626753903,7093315.583166963,1.771057218523632E7,1.0716701320494121E7,5293741.281888682,3702035.038908204,5897819.8631210895,1.5315134747994188E7,7805145.131300786,1.0060064330009801E7,2.1338408368645545E7,9970931.451632822,437269.78625195305,1.3160522412326165E7,1.3071607265052726E7,1.3801822720461935E7,1614622.1662304685,2.4382341716039E7,1.2830247225970682E7,2.0387230045611344E7,3.1842051908679683E7,5.571499426295325E7,2.3943736865816344E7,1.2237591143074222E7,2.6692872336687528E7,1.1917765958732404E7,1.092571678813865E7,2.1886818677714784E7,
775,796.5480557289603,16.998026041666662,0,7207578.116445231,1.1859317744492304E7,3470804.03765628,0,5366593.947031203,3550376.686953126,7266284.416054506,2414280.586484329,6974572.711445375,0,3099275.738671893,3173304.0559374904,5369131.82976566,5292804.528593756,6273522.467382722,5854159.657226607,7956552.553203152,7828693.203554716,5172020.812226473,0,7708701.919999994,3761291.5362499617,0,5773091.051406242,7006087.313906236,6127204.530156171,6518682.626406202,2.434351429093734E7,5632488.155937467,1.256359812218749E7,1.517468358093739E7,215353.68183594203,6454374.942997945,1.3166241780156195E7,5214460.329999891,6667204.577304679,
776,1021.5402256489457,17.38533823529412,0,4961993.309765531,4876962.237031249,4025324.531250087,0,6173200.402851474,3682449.558242224,3863811.0658592805,3399302.4663672135,5406019.26328134,2821455.7963281935,4138233.9057813417,3103218.3399414085,3678016.1262500486,3049002.554179715,3728034.2132029855,4136183.5093359984,3368779.8181250463,5603047.024101534,2479907.4783397857,2579161.9501561564,4561898.386093875,3922579.3384375605,1781032.3781835658,4548973.829218819,0,2425983.793593765,1829813.2410936786,5910328.684843761,4461496.207539025,4651288.562461045,4774295.545664045,2630243.5143749253,1925131.9251562578,4069376.7281249645,4551878.212245953,3748310.2677344694,
777,405.2634366170519,17.49288541666667,0,4664120.012499986,3142903.400312494,4451704.343593738,356386.2508398536,9003234.804999972,1737536.025156258,2035362.4617969696,1.7865950266952876E7,647207.0613671651,2682654.9225000716,2.083836911671875E7,764356.9762499735,7878131.310312784,6004969.748671934,6905015.673906107,0,2579795.461171898,1583301.7629491952,1838495.1739453282,665444.3229687756,2780274.248750036,1.681814827687497E7,0,3154525.9330468206,1646282.9883593307,0,0,5022659.165156208,6718066.917109342,3350196.49234379,1.0797907398593616E7,573589.1328125623,2140189.5773047074,955008.7287500438,2468527.9365624264,4717156.260781207,
778,413.087068961322,10.892104761904761,0,6469900.814277355,6.937434998961702E7,6570933.983076174,0,0,0,8409557.313785104,0,0,0,0,0,0,0,0,0,1.0403102109699234E8,0,0,0,0,0,0,5.239730493367381E7,0,0,0,1346992.9333437409,0,0,0,0,0,0,0,0,
779,715.4307303073514,20.487026315789475,0,1.8568252037695315E7,397974.00519530143,1.3060991170039034E7,0,376840.4006249868,7301307.72976564,2.5659246293671835E7,0,0,0,1516720.6962500045,7622401.775195329,0,0,0,9155292.97638669,0,0,0,0,347743.6644335952,0,0,0,0,7410700.028593724,6235680.690624965,0,649043.8966406053,216952.23777344698,450991.9994922015,1.2855025684374956E7,5493050.869218791,650080.1299218585,0,217003.26589843142,
780,752.5222354527878,20.516654761904764,0,1.3043193028984329E7,698599.0716015432,1.112972902929687E7,0,1406971.255136731,0,2.4001860082265634E7,0,0,0,778722.7883007819,7045788.687851537,0,0,0,6140986.970956983,0,0,0,0,0,432478.8263281097,0,0,0,5229889.4288281435,5384672.273007791,0,0,0,0,1.1574610391015608E7,7810235.741250001,0,0,456826.0897265734,
781,990.6717118043366,16.97633333333333,0,5539005.999882768,6037506.076132788,4293612.599296885,5160283.0734960735,1.6100950784921814E7,3788141.8187109167,3692710.507499852,3820073.238359319,5854383.84644537,3111988.5137108793,7251207.279375059,9218005.131406136,4022680.6989844493,2941688.5178515096,4016697.1917382386,6236292.454531305,9430647.083750052,7195277.643691439,1.0001412539218519E7,9091150.990078041,7045001.522187548,6615356.6592185795,6662453.883906327,1.1224107622812433E7,4005559.374726602,1.0602528514023192E7,9981649.491875032,1.2887040369687509E7,1.908587507078116E7,1.734738178695322E7,1.1780671976015536E7,1.1372626700117422E7,8997942.275038965,1.6437777345312415E7,8246367.882148456,2.6239704746914193E7,
782,827.563892131768,18.122789473684207,0,3699713.6346875094,0,2418149.1576172155,0,7781113.104687605,0,1956399.43640627,1584442.9841797312,1775282.3914843926,0,0,1557673.3846093996,2807925.668984373,2398973.0254686982,0,0,1806907.7839062975,0,0,1682040.3615625566,3817346.2188086435,0,0,3322285.1263281545,1674356.6382030572,0,0,3018983.1862498936,5637176.566093849,8186619.531249882,3018185.718437561,1692407.3179688172,0,0,0,0,
783,877.4602870522476,17.60248,0,5103105.809687486,4076453.0773045197,739212.0300000315,2025034.329765698,4974103.621875085,3338871.108046895,3935456.6048437543,2212935.235390578,5832736.769921961,1950599.7730469417,0,0,0,3837631.4881249946,0,4624194.822656261,4081499.8184375204,4791642.4554687785,2723483.7593749203,4046832.510586019,0,5674897.39335943,0,4118295.0142969415,0,0,2759690.151328075,0,7154128.403671682,5677177.332304727,0,3108863.8163281465,0,7748919.856952983,4728475.642226556,5864442.968750056,
784,860.5828250254469,18.40203448275862,0,5732375.124336044,2864409.3692578697,2822490.6428124113,2746222.8845312903,6850318.440761733,3745186.020117253,5492779.910117197,0,5712003.724374956,2946348.5678906245,0,5252413.933183573,5695402.784999883,5573898.57953133,6951465.677910214,0,3972607.8824218265,2577484.944218674,2669421.921953172,3554192.875820245,4084158.263828123,0,4806441.7539647855,3372677.506679708,4162237.229609444,4839583.528320398,2541327.7344726534,0,6426245.685586012,7464879.95691406,7007321.546757918,5208028.185663956,3544419.0270313434,0,0,3137269.9933594125,
