SampleID,Host.genus,Species_final_nov24,Native.status,Native.status.fine,Otu,occurence,Phylum,Class,Order,Family,Genus,Database,likelihood.weight
144759,Setaria,Setaria.parviflora,Native,Native,Otu20,69,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu20,9,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu20,6,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu20,31,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu20,15,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu20,2,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu8,1127,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu8,2199,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu8,6,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu22,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu22,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu22,4,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu22,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu172,5,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Melanophoma,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu172,4,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Melanophoma,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu172,5,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Melanophoma,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu172,15,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Melanophoma,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu844,785,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu844,2,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu844,2,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu40,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu40,5,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu11,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144767,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu11,384,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu11,1295,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144769,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu11,610,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144770,Eragrostis,Eragrostis.lugens,Native,Native,Otu11,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu134,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu134,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144772,Eragrostis,Eragrostis.lugens,Native,Native,Otu134,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu2,60,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu2,487,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu2,525,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu528,2,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Leucoglossum,Unite,NA
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu445,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu445,5,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu445,10,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu445,15,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu362,1,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesiaceae_gen_Incertae_sedis,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu46,1,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesiaceae_gen_Incertae_sedis,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu46,3,Ascomycota,Dothideomycetes,Mycosphaerellales,Neodevriesiaceae,Neodevriesiaceae_gen_Incertae_sedis,Unite,NA
144749,Paspalum,Paspalum.plicatum,Native,Native,Otu243,1,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu243,1,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144753,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu243,2,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu243,2,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu243,2,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144758,Setaria,Setaria.parviflora,Native,Native,Otu243,44,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144759,Setaria,Setaria.parviflora,Native,Native,Otu243,113,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144760,Setaria,Setaria.parviflora,Native,Native,Otu243,3,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu243,2,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu243,271,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu243,1,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.991925645
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu222,2951,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu222,168,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu222,289,Ascomycota,Dothideomycetes,Myriangiales,Elsinoaceae,Elsinoe,Tbas,1
144749,Paspalum,Paspalum.plicatum,Native,Native,Otu218,4,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144753,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu218,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu218,2,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu218,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu218,1,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu218,7,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
144749,Paspalum,Paspalum.plicatum,Native,Native,Otu59,3,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu59,1,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu59,5,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu59,6,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu294,1,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu294,1,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Alfaria,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu403,1,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Chrysozyma,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu211,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Pseudoophiosphaerella,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu210,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu210,2,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae_gen_Incertae_sedis,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu132,4,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.999320175
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu33,2,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu33,3,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu33,1,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu142,3,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144764,Elionurus,Elionurus.tripsacoides,Native,Native,Otu142,10,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144765,Elionurus,Elionurus.tripsacoides,Native,Native,Otu142,4,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu142,11,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144771,Eragrostis,Eragrostis.lugens,Native,Native,Otu142,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu142,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu142,2,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu142,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu217,15,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Stemphylium,Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu7,173,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu7,326,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu329,1,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Bionectriaceae_gen_Incertae_sedis,Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu226,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu226,2,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu381,3,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu381,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144760,Setaria,Setaria.parviflora,Native,Native,Otu381,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu381,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu381,3,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu61,1,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu61,1,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu212,4,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Zygotorulaspora,Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu85,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu85,2,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu727,1,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
144750,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu184,1,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu115,1,Ascomycota,Saccharomycetes,Saccharomycetales,Dipodascaceae,Magnusiomyces,Tbas,0.982013982
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu383,10,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Montagnea,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu435,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu435,2,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu435,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu435,13,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu435,2,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu435,24,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu435,5,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Letendraea,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu423,2,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu126,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu126,1,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu251,1,Basidiomycota,Agaricomycetes,Jaapiales,Jaapiaceae,Jaapia,Tbas,0.994331595
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu718,2,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu39,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu39,242,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu39,10,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144776,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu39,80,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu39,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Anthracocystis,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu120,1,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Toxicocladosporium,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu815,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu815,2,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144773,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu815,7,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144774,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu815,27,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu815,271,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Unite,NA
144751,Urochloa,Urochloa.mosambicensis,Nonnative,Established,Otu263,1,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu79,1,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Articulospora,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu409,1,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu36,47,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144756,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu36,56,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu36,66,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
144753,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu655,1,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu655,3,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu655,1,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144777,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu655,1,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu21,2,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Anisomeridium,Unite,NA
144757,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu374,7,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144758,Setaria,Setaria.parviflora,Native,Native,Otu374,1,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilaginaceae_gen_Incertae_sedis,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu89,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Galiicola,Tbas,0.999999654
144755,Cenchrus,Cenchrus.ciliaris,Nonnative,Widespread.invasive,Otu89,5,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Galiicola,Tbas,0.999999654
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu89,1,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Galiicola,Tbas,0.999999654
144781,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu283,1,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
144768,Bothriochloa,Bothriochloa.ischaemum,Nonnative,Widespread.invasive,Otu19,1,Ascomycota,Dothideomycetes,Monoblastiales,Monoblastiaceae,Anisomeridium,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu225,1,Ascomycota,Dothideomycetes,Mytilinidiales,Mytilinidiaceae,Pseudocamaropycnis,Tbas,0.965984151
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu865,1,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Austropleospora,Tbas,0.960158864
144763,Heteropogon,Heteropogon.contortus,Nonnative,Established,Otu74,4,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144778,Eragrostis,Eragrostis.secundiflora,Native,Native,Otu74,16,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Unite,NA
144772,Eragrostis,Eragrostis.lugens,Native,Native,Otu47,1,Basidiomycota,Agaricomycetes,Sebacinales,Sebacinaceae,Sebacina,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu411,1,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
144759,Setaria,Setaria.parviflora,Native,Native,Otu411,3,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu411,2,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
144775,Aristida,Aristida.purpurea var. longesta,Native,Native,Otu411,1,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
144766,Elionurus,Elionurus.tripsacoides,Native,Native,Otu791,2,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu241,1,Ascomycota,Dothideomycetes,Mycosphaerellales,Dissoconiaceae,Paradissoconium,Tbas,0.981532585
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu966,1,Ascomycota,Dothideomycetes,Botryosphaeriales,Saccharataceae,Saccharata,Unite,NA
144754,Melinis,Melinis.repens,Nonnative,Widespread.invasive,Otu400,1,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.999925246
